,Id,Date,DeliveryDate,Quantity,Currency,Supplier,NetAmount,Leadtime,AvgLT,StdLT,DailyDemand,LTDemand,StdDmd
13,10206,2017-11-13,2017-11-18,21,USD,Computer & Co,233.729996,5,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
14,10206,2017-11-20,2017-11-28,22,USD,Computer & Co,244.860001,8,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
15,10206,2017-11-28,2017-12-07,23,USD,Computer & Co,255.990005,9,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
16,10206,2017-12-04,2017-12-14,34,USD,Computer & Co,378.420013,10,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
17,10206,2017-12-11,2017-12-21,27,USD,Computer & Co,300.51001,10,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
18,10206,2017-12-18,2017-12-27,42,USD,Computer & Co,467.459991,9,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
19,10206,2017-12-25,2018-01-01,28,USD,Computer & Co,311.640015,7,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
20,10206,2018-01-02,2018-01-07,49,USD,Computer & Co,545.369995,5,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
21,10206,2018-01-08,2018-01-14,44,USD,Computer & Co,489.720001,6,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
22,10206,2018-01-15,2018-01-19,45,USD,Computer & Co,500.850006,4,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
23,10206,2018-01-22,2018-01-27,44,USD,Computer & Co,489.720001,5,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
24,10206,2018-01-29,2018-02-09,55,USD,Computer & Co,612.150024,11,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
25,10206,2018-02-05,2018-02-11,14,USD,Computer & Co,155.820007,6,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
26,10206,2018-02-12,2018-02-19,16,USD,Computer & Co,178.080002,7,7.777777777777778,1.8673991236957048,5.7272727272727275,44.54545454545455,8.187229680028938
27,10245,2016-10-27,2016-11-02,3,USD,Computer & Co,30.0900002,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
28,10245,2016-11-03,2016-11-10,56,USD,Computer & Co,561.679993,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
29,10245,2016-11-15,2016-11-23,43,USD,Computer & Co,431.290009,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
30,10245,2016-11-21,2016-11-30,59,USD,Computer & Co,591.77002,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
31,10245,2016-11-28,2016-12-06,39,USD,Computer & Co,391.170013,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
32,10245,2016-12-05,2016-12-14,35,USD,Computer & Co,351.049988,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
33,10245,2016-12-12,2016-12-19,44,USD,Computer & Co,441.320007,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
34,10245,2016-12-19,2016-12-31,44,USD,Computer & Co,441.320007,12,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
35,10245,2016-12-26,2017-01-04,48,USD,Computer & Co,481.440002,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
36,10245,2017-01-03,2017-01-13,31,USD,Computer & Co,310.929993,10,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
37,10245,2017-01-09,2017-01-17,31,USD,Computer & Co,310.929993,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
38,10245,2017-01-16,2017-01-22,41,USD,Computer & Co,411.230011,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
39,10245,2017-01-23,2017-02-01,36,USD,Computer & Co,361.079987,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
40,10245,2017-01-30,2017-02-03,38,USD,Computer & Co,381.140015,4,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
41,10245,2017-02-07,2017-02-13,67,USD,Computer & Co,672.01001,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
42,10245,2017-02-13,2017-02-24,65,USD,Computer & Co,651.950012,11,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
43,10245,2017-02-20,2017-02-28,63,USD,Computer & Co,631.8900150000002,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
44,10245,2017-02-27,2017-03-07,92,USD,Computer & Co,922.76001,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
45,10245,2017-03-06,2017-03-10,97,USD,Computer & Co,972.909973,4,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
46,10245,2017-03-14,2017-03-21,101,USD,Computer & Co,1013.03003,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
47,10245,2017-03-21,2017-03-30,119,USD,Computer & Co,1193.56995,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
48,10245,2017-03-27,2017-04-04,136,USD,Computer & Co,1364.07996,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
49,10245,2017-04-03,2017-04-08,38,USD,Computer & Co,381.140015,5,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
50,10245,2017-04-10,2017-04-18,50,USD,Computer & Co,501.5,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
51,10245,2017-04-17,2017-04-25,56,USD,Computer & Co,561.679993,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
52,10245,2017-04-24,2017-05-01,49,USD,Computer & Co,491.470001,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
53,10245,2017-05-02,2017-05-11,38,USD,Computer & Co,381.140015,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
54,10245,2017-05-09,2017-05-16,40,USD,Computer & Co,401.200012,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
55,10245,2017-05-16,2017-05-27,38,USD,Computer & Co,381.140015,11,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
56,10245,2017-05-23,2017-05-28,41,USD,Computer & Co,411.230011,5,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
57,10245,2017-05-29,2017-06-06,33,USD,Computer & Co,330.98999,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
58,10245,2017-06-05,2017-06-10,102,USD,Computer & Co,1023.06,5,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
59,10245,2017-06-12,2017-06-21,71,USD,Computer & Co,712.130005,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
60,10245,2017-06-19,2017-06-27,107,USD,Computer & Co,1073.20996,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
61,10245,2017-06-26,2017-06-29,79,USD,Computer & Co,792.369995,3,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
62,10245,2017-07-06,2017-07-13,110,USD,Computer & Co,1103.30005,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
63,10245,2017-07-10,2017-07-17,118,USD,Computer & Co,1183.54004,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
64,10245,2017-07-17,2017-07-25,79,USD,Computer & Co,792.369995,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
65,10245,2017-07-24,2017-07-31,93,USD,Computer & Co,932.789978,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
66,10245,2017-07-31,2017-08-07,110,USD,Computer & Co,1103.30005,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
67,10245,2017-08-08,2017-08-16,180,USD,Computer & Co,1805.40002,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
68,10245,2017-08-14,2017-08-18,205,USD,Computer & Co,2056.1499,4,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
69,10245,2017-08-21,2017-08-27,238,USD,Computer & Co,2387.13989,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
70,10245,2017-08-28,2017-09-05,189,USD,Computer & Co,1895.67004,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
71,10245,2017-09-05,2017-09-11,278,USD,Computer & Co,2788.34009,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
72,10245,2017-09-11,2017-09-18,184,USD,Computer & Co,1845.52002,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
73,10245,2017-09-18,2017-09-26,173,USD,Computer & Co,1735.1899399999998,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
74,10245,2017-09-25,2017-10-01,184,USD,Computer & Co,1845.52002,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
75,10245,2017-10-02,2017-10-08,102,USD,Computer & Co,1023.06,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
76,10245,2017-10-09,2017-10-15,86,USD,Computer & Co,862.580017,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
77,10245,2017-10-16,2017-10-23,75,USD,Computer & Co,752.25,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
78,10245,2017-10-23,2017-10-31,79,USD,Computer & Co,792.369995,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
79,10245,2017-10-30,2017-11-07,105,USD,Computer & Co,1053.1500199999996,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
80,10245,2017-11-08,2017-11-16,52,USD,Computer & Co,521.5599980000002,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
81,10245,2017-11-13,2017-11-22,43,USD,Computer & Co,431.290009,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
82,10245,2017-11-20,2017-11-24,54,USD,Computer & Co,541.619995,4,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
83,10245,2017-11-27,2017-12-05,55,USD,Computer & Co,551.650024,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
84,10245,2017-12-04,2017-12-14,65,USD,Computer & Co,651.950012,10,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
85,10245,2017-12-11,2017-12-18,71,USD,Computer & Co,712.130005,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
86,10245,2017-12-18,2017-12-24,49,USD,Computer & Co,491.470001,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
87,10245,2017-12-25,2017-12-31,70,USD,Computer & Co,702.099976,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
88,10245,2018-01-01,2018-01-10,88,USD,Computer & Co,882.6400150000003,9,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
89,10245,2018-01-08,2018-01-16,106,USD,Computer & Co,1063.18005,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
90,10245,2018-01-16,2018-01-27,75,USD,Computer & Co,752.25,11,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
91,10245,2018-01-22,2018-01-29,96,USD,Computer & Co,962.880005,7,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
92,10245,2018-01-29,2018-02-08,103,USD,Computer & Co,1033.08997,10,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
93,10245,2018-02-05,2018-02-11,10,USD,Computer & Co,100.300003,6,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
94,10245,2018-02-12,2018-02-20,13,USD,Computer & Co,130.389999,8,7.455882352941178,1.7991193826749714,9.925589836660617,74.0040301056902,50.60323290396847
95,103237,2016-10-27,2016-11-01,3,USD,Computer & Co,32.6100006,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
96,103237,2016-11-02,2016-11-12,84,USD,Computer & Co,913.080017,10,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
97,103237,2016-11-15,2016-11-20,84,USD,Computer & Co,913.080017,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
98,103237,2016-11-22,2016-11-30,72,USD,Computer & Co,782.6400150000003,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
99,103237,2016-11-28,2016-12-03,73,USD,Computer & Co,793.51001,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
100,103237,2016-12-05,2016-12-11,76,USD,Computer & Co,826.119995,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
101,103237,2016-12-12,2016-12-18,75,USD,Computer & Co,815.25,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
102,103237,2016-12-19,2016-12-28,52,USD,Computer & Co,565.23999,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
103,103237,2016-12-26,2016-12-30,50,USD,Computer & Co,543.5,4,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
104,103237,2017-01-03,2017-01-10,87,USD,Computer & Co,945.690002,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
105,103237,2017-01-09,2017-01-17,77,USD,Computer & Co,836.98999,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
106,103237,2017-01-16,2017-01-24,71,USD,Computer & Co,771.77002,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
107,103237,2017-01-23,2017-02-01,58,USD,Computer & Co,630.460022,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
108,103237,2017-01-30,2017-02-07,85,USD,Computer & Co,923.950012,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
109,103237,2017-02-07,2017-02-12,166,USD,Computer & Co,1804.42004,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
110,103237,2017-02-13,2017-02-21,132,USD,Computer & Co,1434.83997,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
111,103237,2017-02-20,2017-02-28,118,USD,Computer & Co,1282.66003,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
112,103237,2017-02-27,2017-03-09,130,USD,Computer & Co,1413.0999800000006,10,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
113,103237,2017-03-06,2017-03-13,162,USD,Computer & Co,1760.9399399999998,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
114,103237,2017-03-13,2017-03-17,124,USD,Computer & Co,1347.88,4,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
115,103237,2017-03-20,2017-03-29,170,USD,Computer & Co,1847.90002,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
116,103237,2017-03-27,2017-04-05,129,USD,Computer & Co,1402.22998,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
117,103237,2017-04-03,2017-04-09,27,USD,Computer & Co,293.48999,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
118,103237,2017-04-11,2017-04-17,31,USD,Computer & Co,336.970001,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
119,103237,2017-04-18,2017-04-26,28,USD,Computer & Co,304.359985,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
120,103237,2017-04-25,2017-04-30,30,USD,Computer & Co,326.100006,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
121,103237,2017-05-01,2017-05-06,228,USD,Computer & Co,2478.36011,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
122,103237,2017-05-09,2017-05-14,237,USD,Computer & Co,2576.18994,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
123,103237,2017-05-16,2017-05-26,216,USD,Computer & Co,2347.91992,10,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
124,103237,2017-05-23,2017-05-31,246,USD,Computer & Co,2674.02002,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
125,103237,2017-05-29,2017-06-03,186,USD,Computer & Co,2021.81995,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
126,103237,2017-06-05,2017-06-11,224,USD,Computer & Co,2434.87988,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
127,103237,2017-06-12,2017-06-18,190,USD,Computer & Co,2065.30005,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
128,103237,2017-06-19,2017-06-25,247,USD,Computer & Co,2684.88989,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
129,103237,2017-06-26,2017-07-01,232,USD,Computer & Co,2521.84009,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
130,103237,2017-07-03,2017-07-13,245,USD,Computer & Co,2663.1499,10,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
131,103237,2017-07-10,2017-07-16,371,USD,Computer & Co,4032.77002,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
132,103237,2017-07-17,2017-07-26,281,USD,Computer & Co,3054.46997,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
133,103237,2017-07-24,2017-07-31,385,USD,Computer & Co,4184.9502,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
134,103237,2017-07-31,2017-08-12,391,USD,Computer & Co,4250.16992,12,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
135,103237,2017-08-08,2017-08-14,277,USD,Computer & Co,3010.98999,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
136,103237,2017-08-14,2017-08-21,368,USD,Computer & Co,4000.15991,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
137,103237,2017-08-22,2017-08-30,251,USD,Computer & Co,2728.37012,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
138,103237,2017-08-28,2017-09-06,344,USD,Computer & Co,3739.28003,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
139,103237,2017-09-04,2017-09-11,461,USD,Computer & Co,5011.0698200000015,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
140,103237,2017-09-11,2017-09-19,512,USD,Computer & Co,5565.43994,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
141,103237,2017-09-18,2017-09-24,451,USD,Computer & Co,4902.370120000001,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
142,103237,2017-09-25,2017-09-29,560,USD,Computer & Co,6087.2002,4,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
143,103237,2017-10-02,2017-10-11,406,USD,Computer & Co,4413.22021,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
144,103237,2017-10-09,2017-10-16,263,USD,Computer & Co,2858.81006,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
145,103237,2017-10-16,2017-10-19,386,USD,Computer & Co,4195.8198200000015,3,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
146,103237,2017-10-23,2017-10-30,337,USD,Computer & Co,3663.18994,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
147,103237,2017-10-30,2017-11-11,348,USD,Computer & Co,3782.76001,12,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
148,103237,2017-11-06,2017-11-11,344,USD,Computer & Co,3739.28003,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
149,103237,2017-11-13,2017-11-19,433,USD,Computer & Co,4706.70996,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
150,103237,2017-11-20,2017-11-26,472,USD,Computer & Co,5130.64014,6,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
151,103237,2017-11-27,2017-12-01,500,USD,Computer & Co,5435.0,4,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
152,103237,2017-12-04,2017-12-09,185,USD,Computer & Co,2010.94995,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
153,103237,2017-12-11,2017-12-20,152,USD,Computer & Co,1652.23999,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
154,103237,2017-12-18,2017-12-21,200,USD,Computer & Co,2174.0,3,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
155,103237,2017-12-25,2018-01-01,236,USD,Computer & Co,2565.32007,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
156,103237,2018-01-01,2018-01-10,215,USD,Computer & Co,2337.05005,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
157,103237,2018-01-08,2018-01-18,201,USD,Computer & Co,2184.87012,10,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
158,103237,2018-01-15,2018-01-24,305,USD,Computer & Co,3315.3501,9,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
159,103237,2018-01-22,2018-01-27,214,USD,Computer & Co,2326.17993,5,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
160,103237,2018-01-29,2018-02-05,301,USD,Computer & Co,3271.87012,7,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
161,103237,2018-02-05,2018-02-13,86,USD,Computer & Co,934.820007,8,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
162,103237,2018-02-12,2018-02-23,72,USD,Computer & Co,782.6400150000003,11,7.0588235294117645,2.079626494458327,14.457572502685284,102.05345296013141,62.96764038461581
163,103627,2017-08-15,2017-08-18,265,USD,Computer & Co,2949.44995,3,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
164,103627,2017-08-25,2017-09-01,205,USD,Computer & Co,2281.6499,7,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
165,103627,2017-08-28,2017-09-05,238,USD,Computer & Co,2648.93994,8,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
166,103627,2017-09-05,2017-09-12,17,USD,Computer & Co,189.210007,7,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
167,103627,2017-09-11,2017-09-19,13,USD,Computer & Co,144.690002,8,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
168,103627,2017-09-18,2017-09-24,15,USD,Computer & Co,166.949997,6,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
169,103627,2017-09-25,2017-10-01,14,USD,Computer & Co,155.820007,6,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
170,103627,2017-10-02,2017-10-07,187,USD,Computer & Co,2081.31006,5,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
171,103627,2017-10-09,2017-10-19,231,USD,Computer & Co,2571.03003,10,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
172,103627,2017-10-16,2017-10-22,155,USD,Computer & Co,1725.1500199999994,6,7.148148148148147,1.8335275732378185,14.568862275449101,104.14038589487689,79.9919031325676
