id,cost
455,3.6163993
456,2.5716643
457,2.1136785
458,1.9476175
459,1.8886786
460,22.453344
461,12.250871
462,6.3206825
463,4.412033
464,3.1954088
465,2.8541064
466,2.7135758
467,2.6082811
468,11.268764
469,9.108681
470,8.804701
471,7.993394
472,6.437477
473,28.603151
474,16.884924
475,10.012689
476,7.716567
477,6.1741123
478,5.698541
479,5.5683293
480,5.4212484
481,28.249908
482,16.64541
483,9.861867
484,7.6096077
485,6.095072
486,5.6243234
487,5.495862
488,5.32359
489,4.0871916
490,18.180481
491,10.494107
492,8.521743
493,7.281248
494,22.434446
495,12.525927
496,6.91223
497,5.0571513
498,3.9061003
499,3.5845256
500,3.4398174
501,3.3760538
502,21.630396
503,12.03323
504,6.327644
505,4.513656
506,3.3588386
507,3.056826
508,2.9308999
509,2.8668928
510,21.916592
511,12.138568
512,6.425813
513,4.4096045
514,3.2497072
515,2.9314203
516,2.780962
517,2.726199
518,14.5340605
519,11.996658
520,8.586179
521,8.420728
522,27.034544
523,15.428305
524,8.719263
525,6.3521495
526,4.8218193
527,4.4757805
528,4.2946277
529,4.1804614
530,15.663584
531,9.336053
532,10.202196
533,8.178523
534,210.86552
535,130.52095
536,36.59467
537,16.239422
538,11.518143
539,7.548169
540,3.3323588
541,27.490135
542,6.1351714
543,1.926436
544,2.3517256
545,7.2972164
546,6.081958
547,5.077904
548,4.164886
549,7.0185823
550,6.1388383
551,5.8685126
552,5.322235
553,5.2868614
554,4.162026
555,11.925766
556,4.016442
557,1.803983
558,1.9960394
559,3.3299599
560,0.73687005
561,10.838691
562,8.121821
563,46.095642
564,21.086296
565,12.059243
566,6.910904
567,4.8104534
568,3.9406023
569,3.5165482
570,3.3665795
571,3.268773
572,21.084307
573,12.055575
574,6.751622
575,4.617622
576,3.5861368
577,3.2941337
578,3.1781788
579,3.088583
580,22.002047
581,12.237243
582,6.4894114
583,4.7060723
584,3.6169295
585,3.2787695
586,3.1172242
587,3.0471067
588,20.544125
589,11.305188
590,5.492385
591,3.6058502
592,2.5728467
593,2.1400454
594,1.9842465
595,1.9279337
596,22.002047
597,12.237243
598,6.4894114
599,4.7060723
600,3.6169295
601,3.2787695
602,3.1172242
603,3.0493588
604,21.638748
605,12.040839
606,6.226938
607,4.299151
608,3.1383686
609,2.8006766
610,2.6312346
611,2.5747628
612,21.26001
613,11.784658
614,6.0224996
615,4.0864377
616,2.9563782
617,2.6439505
618,2.4669712
619,2.4083498
620,21.593008
621,11.97907
622,6.141449
623,4.2031174
624,3.0881724
625,2.738447
626,2.5774682
627,2.5216012
628,57.19264
629,34.04583
630,21.531797
631,20.29385
632,17.042356
633,12.585442
634,56.88169
635,22.328735
636,18.19458
637,15.889629
638,12.692741
639,23.735249
640,12.679161
641,6.802709
642,5.0186653
643,3.809074
644,3.4301443
645,21.32838
646,11.784604
647,5.969621
648,4.0547423
649,2.9787962
650,2.638456
651,2.4700074
652,2.4303157
653,21.779964
654,12.045131
655,6.2432485
656,4.3336043
657,3.1855717
658,2.8638415
659,2.7159822
660,2.633202
661,2.5908496
662,9.262811
663,7.3232307
664,7.2096176
665,6.374082
666,2.8646975
667,1.4877179
668,1.8916397
669,2.6943545
670,24.830795
671,12.021595
672,7.414896
673,20.79528
674,11.423815
675,5.8331504
676,3.9856253
677,2.8767295
678,2.5676303
679,2.4163487
680,2.3072977
681,29.3716
682,5.7330184
683,1.6354733
684,12.657581
685,10.190144
686,21.417017
687,16.291466
688,14.783487
689,13.448911
690,7.2797785
691,4.157404
692,19.874722
693,11.231776
694,5.5022445
695,3.539391
696,2.483515
697,2.083204
698,1.9228778
699,1.8771024
700,22.680838
701,11.955592
702,6.3636136
703,4.3485756
704,3.1834755
705,2.8814259
706,2.7276642
707,2.6837645
708,21.78725
709,12.019906
710,6.2230496
711,4.3054996
712,3.1633759
713,2.843352
714,2.6962779
715,2.6154947
716,7.0192986
717,10.799064
718,9.260807
719,8.530099
720,7.9724436
721,32.634827
722,23.634727
723,17.936478
724,16.410805
725,18.813564
726,15.518827
727,12.855498
728,11.5994425
729,22.010082
730,12.304437
731,6.349351
732,4.549159
733,3.3721538
734,3.0280204
735,2.8544667
736,2.769148
737,23.766825
738,13.305308
739,7.4284067
740,5.2224307
741,3.9822803
742,3.6627498
743,3.507535
744,3.4156919
745,22.125715
746,12.4887085
747,6.5691266
748,4.7792664
749,3.5274096
750,3.187139
751,3.0290952
752,2.9528105
753,3.7953548
754,3.6345215
755,12.502119
756,8.516821
757,6.272155
758,5.3672404
759,3.38268
760,2.975822
761,2.7897785
762,2.6829278
763,30.017874
764,17.54568
765,6.612941
766,5.3471484
767,2.3560803
768,2.2120254
769,0.79108274
770,6.910836
771,17.612482
772,9.637372
773,19.50811
774,13.261365
775,11.345555
776,8.444102
777,7.058709
778,8.418406
779,5.6060157
780,4.661231
781,3.0941348
782,3.141078
783,11.121212
784,4.2652483
785,3.384922
786,2.9768357
787,2.5231638
788,25.642113
789,16.94257
790,12.536656
791,11.374181
792,22.284475
793,12.749342
794,7.3509912
795,5.6025467
796,4.316762
797,3.9191713
798,3.7492251
799,3.673365
800,28.906693
801,16.566908
802,9.601973
803,8.037272
804,6.2182975
805,5.761667
806,14.456277
807,9.278269
808,7.8657637
809,9.254407
810,5.9351435
811,4.101299
812,3.809896
813,19.214842
814,10.534366
815,5.205094
816,3.4776044
817,2.4481626
818,2.1467683
819,2.0176423
820,1.9660006
821,172.4865
822,114.570786
823,92.09654
824,74.681755
825,211.99416
826,138.85179
827,109.51793
828,59.80133
829,339.49826
830,134.0398
831,104.58591
832,75.64708
833,64.33209
834,57.399063
835,29.13878
836,18.635105
837,12.246104
838,9.164566
839,7.848275
840,7.256858
841,7.0608034
842,6.9417944
843,5.8580084
844,2.444965
845,2.2472796
846,13.327129
847,13.320037
848,11.141783
849,10.209834
850,8.920458
851,10.007918
852,2.7143645
853,19.526184
854,16.521803
855,14.100965
856,12.899516
857,11.063327
858,5.237193
859,4.5157204
860,4.530383
861,4.9762278
862,69.25935
863,200.89491
864,107.3644
865,78.44143
866,67.178215
867,66.38757
868,342.57388
869,194.49292
870,140.5062
871,110.2183
872,27.421774
873,5.12288
874,1.728179
875,22.809332
876,13.086901
877,7.634672
878,5.8851314
879,4.6239743
880,4.2216835
881,4.0570936
882,3.9720116
883,22.619072
884,12.947352
885,7.333745
886,5.7231765
887,4.6471405
888,4.1830325
889,4.0305433
890,3.9367547
891,20.995617
892,11.915779
893,6.152895
894,4.449381
895,3.4061275
896,3.0708199
897,2.926237
898,2.8389993
899,28.245173
900,16.540993
901,9.734066
902,7.226568
903,5.7442164
904,5.396239
905,5.272078
906,5.1231937
907,3.6651945
908,9.676386
909,8.32498
910,5.163019
911,5.084362
912,21.288342
913,12.13982
914,6.616801
915,4.5425196
916,3.5736322
917,3.281588
918,3.1179962
919,3.0066729
920,20.088493
921,11.842808
922,6.2572637
923,4.6556587
924,3.6312656
925,3.3147001
926,3.1353655
927,3.0415444
928,20.075554
929,11.795969
930,6.4976563
931,4.884467
932,4.1867323
933,3.9418964
934,3.824314
935,3.7567267
936,18.67012
937,9.390133
938,7.5473948
939,5.1137114
940,5.1238413
941,4.8416166
942,13.408939
943,11.143867
944,8.7224455
945,6.480535
946,5.1973443
947,6.3105063
948,7.64505
949,29.081293
950,17.22478
951,10.299861
952,7.8284883
953,6.367725
954,5.90571
955,5.699122
956,5.6028686
957,28.888073
958,17.051651
959,9.9861145
960,7.4780607
961,6.1204386
962,5.6572742
963,5.491441
964,5.3892956
965,25.31462
966,14.831238
967,9.013409
968,7.231536
969,5.982656
970,5.581596
971,5.450534
972,5.370724
973,26.96899
974,15.665745
975,8.931434
976,6.44705
977,5.159413
978,4.751062
979,4.5867114
980,4.455731
981,26.069014
982,15.295465
983,8.847381
984,6.4563913
985,5.2012033
986,4.802009
987,4.638428
988,4.5297422
989,2.2282906
990,1.3548851
991,2.7151973
992,2.5762162
993,1.9064736
994,1.1622086
995,59.840424
996,23.68273
997,13.034962
998,7.152855
999,5.1884265
1000,4.1894627
1001,3.7721386
1002,3.64289
1003,3.5645337
1004,23.426159
1005,13.594733
1006,7.496207
1007,5.4060493
1008,4.3119087
1009,3.9230056
1010,3.7726421
1011,3.7050786
1012,30.700266
1013,18.273813
1014,10.940866
1015,9.361679
1016,7.8418074
1017,7.673318
1018,7.5707235
1019,7.5543633
1020,28.433437
1021,16.782839
1022,9.814213
1023,7.5073147
1024,5.904825
1025,5.5041647
1026,5.3739667
1027,5.203086
1028,3.5372381
1029,3.846146
1030,120.82123
1031,38.591156
1032,58.335236
1033,46.482574
1034,36.681553
1035,22.708755
1036,14.194419
1037,12.526781
1038,11.447857
1039,11.151762
1040,11.021729
1041,10.884544
1042,37.981907
1043,23.565132
1044,15.481577
1045,14.406623
1046,13.563387
1047,13.122788
1048,12.970046
1049,12.824866
1050,4.6544757
1051,28.293407
1052,16.772196
1053,10.253043
1054,8.346265
1055,6.6133056
1056,6.2287383
1057,6.0724597
1058,6.023453
1059,5.771192
1060,4.115835
1061,1.697562
1062,1.8470802
1063,1.7166922
1064,34.212322
1065,29.791595
1066,25.881886
1067,6.8200126
1068,33.48108
1069,21.427805
1070,14.121991
1071,10.309752
1072,8.855495
1073,8.287356
1074,8.08298
1075,7.9834976
1076,2.709779
1077,38.181953
1078,28.780523
1079,16.907183
1080,9.849655
1081,7.4809675
1082,6.0019927
1083,5.6319895
1084,5.4770646
1085,5.3588243
1086,2.7150166
1087,2.2827113
1088,1.9061534
1089,1.7667503
1090,10.204533
1091,8.916197
1092,8.625998
1093,8.476437
1094,31.950977
1095,28.178257
1096,29.553555
1097,24.083462
1098,13.8243685
1099,7.3723164
1100,5.413837
1101,4.147343
1102,3.755889
1103,3.573039
1104,3.503777
1105,23.994608
1106,13.869491
1107,7.454954
1108,5.4772363
1109,4.239205
1110,3.8294044
1111,3.651987
1112,3.5806346
1113,14.50273
1114,12.020136
1115,9.026385
1116,6.81619
1117,5.621738
1118,22.836355
1119,5.370953
1120,10.225619
1121,9.895382
1122,20.56631
1123,22.416456
1124,4.623427
1125,1.283946
1126,22.228971
1127,12.421841
1128,6.396646
1129,4.2697
1130,3.2965107
1131,2.9162142
1132,2.7562647
1133,2.6794128
1134,27.443535
1135,18.387873
1136,15.704222
1137,24.132477
1138,13.570594
1139,7.1704044
1140,5.086259
1141,3.7900872
1142,3.4436083
1143,3.2727494
1144,3.1781745
1145,2.3751652
1146,3.3365316
1147,1.5879226
1148,23.499039
1149,6.5959163
1150,3.0711784
1151,7.18256
1152,4.535284
1153,23.089678
1154,6.7427044
1155,2.1842399
1156,10.952949
1157,7.068429
1158,6.719785
1159,5.7013307
1160,21.698801
1161,11.868122
1162,6.101345
1163,4.20964
1164,3.062889
1165,2.7476807
1166,2.60785
1167,2.5198371
1168,27.035313
1169,15.276617
1170,8.615111
1171,6.163097
1172,4.74216
1173,4.4166727
1174,4.2434382
1175,4.122916
1176,27.928015
1177,15.890869
1178,8.983268
1179,6.426031
1180,4.919324
1181,4.5407968
1182,4.357279
1183,4.2566757
1184,97.75889
1185,70.15103
1186,65.75784
1187,51.157238
1188,48.29387
1189,40.8886
1190,22.758177
1191,12.538241
1192,6.4925566
1193,4.5667987
1194,3.3282557
1195,2.9737096
1196,2.8284104
1197,2.7465827
1198,6.93525
1199,1.6665385
1200,1.866014
1201,10.517251
1202,28.44374
1203,16.601868
1204,9.622022
1205,7.444295
1206,5.780951
1207,5.3940296
1208,5.250148
1209,5.082147
1210,27.792881
1211,16.295584
1212,9.312761
1213,6.772143
1214,5.459795
1215,5.0498066
1216,4.889912
1217,4.7737527
1218,5.0393972
1219,1.0840726
1220,1.03197
1221,1.8124204
1222,5.0465508
1223,4.330926
1224,8.905261
1225,23.534966
1226,13.898355
1227,8.014784
1228,6.0979276
1229,4.9321384
1230,4.5979257
1231,4.4648366
1232,4.3627243
1233,29.61717
1234,17.572569
1235,10.66771
1236,8.237954
1237,6.855304
1238,6.3716235
1239,6.1773763
1240,6.063964
1241,29.234856
1242,17.209322
1243,10.273709
1244,7.823701
1245,6.390092
1246,5.9391775
1247,5.7314124
1248,5.622509
1249,71.32342
1250,44.818794
1251,38.339123
1252,31.55204
1253,76.59311
1254,27.640217
1255,15.934031
1256,9.031514
1257,6.5552344
1258,4.991409
1259,4.651178
1260,4.47203
1261,4.3608627
1262,1.6205733
1263,1.477612
1264,22.110651
1265,12.712255
1266,6.619256
1267,4.781759
1268,3.6944747
1269,3.3324337
1270,3.2075396
1271,3.1263442
1272,14.990039
1273,12.523366
1274,10.734984
1275,9.635538
1276,24.503769
1277,14.520264
1278,8.540848
1279,6.6365695
1280,5.4686084
1281,5.1638546
1282,5.026136
1283,4.9525185
1284,10.750358
1285,27.116447
1286,16.261137
1287,9.389528
1288,7.0522003
1289,5.641683
1290,5.295607
1291,5.1637607
1292,4.9915466
1293,6.4704113
1294,13.682373
1295,27.364628
1296,16.230743
1297,9.310094
1298,6.9286685
1299,5.5953574
1300,5.168623
1301,5.0119753
1302,4.8817883
1303,26.749329
1304,15.875484
1305,9.12201
1306,6.757322
1307,5.4517436
1308,5.0276957
1309,4.8743443
1310,4.7321944
1311,26.749329
1312,15.875484
1313,9.12201
1314,6.757322
1315,5.4517436
1316,5.0276957
1317,4.8743443
1318,4.7321944
1319,539.9265
1320,26.029482
1321,14.574995
1322,7.927552
1323,5.668013
1324,4.2955637
1325,4.0542974
1326,3.8568697
1327,3.786003
1328,25.720076
1329,15.730127
1330,9.750982
1331,7.9285784
1332,6.558355
1333,6.08228
1334,5.9382744
1335,5.8233232
1336,37.667595
1337,33.856934
1338,30.595415
1339,91.54987
1340,28.248472
1341,16.732056
1342,9.655259
1343,7.2779274
1344,5.739899
1345,5.4062834
1346,5.242307
1347,5.0637136
1348,10.901496
1349,12.507283
1350,14.589447
1351,11.651865
1352,6.9868484
1353,6.022682
1354,5.366901
1355,4.7896395
1356,2.5254087
1357,22.242893
1358,12.572732
1359,6.780167
1360,4.9605007
1361,3.8503866
1362,3.5251584
1363,3.3917928
1364,3.3237486
1365,21.327768
1366,12.320621
1367,6.79819
1368,4.981257
1369,3.8077111
1370,3.5129108
1371,3.3652458
1372,3.3143873
1373,35.890385
1374,8.505809
1375,2.479167
1376,22.245565
1377,12.412612
1378,6.4746337
1379,4.6589675
1380,3.4522142
1381,3.1136293
1382,2.9758413
1383,2.9004934
1384,22.17797
1385,12.619267
1386,6.658471
1387,4.78002
1388,3.6852374
1389,3.325449
1390,3.2023196
1391,3.1138973
1392,22.834856
1393,12.830336
1394,7.0666466
1395,5.277058
1396,3.9153543
1397,3.594934
1398,3.451067
1399,3.380785
1400,25.041384
1401,14.400454
1402,8.454037
1403,6.598367
1404,5.1178813
1405,4.815359
1406,4.643646
1407,4.5641594
1408,14.999466
1409,8.979299
1410,7.3538465
1411,5.9249287
1412,4.3619113
1413,3.631291
1414,6.942897
1415,30.739834
1416,19.68598
1417,12.782284
1418,9.236294
1419,7.819892
1420,7.4024677
1421,7.2388515
1422,7.064829
1423,30.708452
1424,18.203993
1425,11.039737
1426,8.437106
1427,6.9095535
1428,6.4995356
1429,6.356654
1430,6.2409225
1431,30.349388
1432,18.074768
1433,10.94057
1434,8.318834
1435,6.811232
1436,6.411608
1437,6.262277
1438,6.14754
1439,2.2459204
1440,22.524
1441,13.059383
1442,7.2471447
1443,5.540596
1444,4.265297
1445,3.9074035
1446,3.7686138
1447,3.685975
1448,64.73721
1449,11.095727
1450,4.726847
1451,13.174048
1452,95.41306
1453,16.804764
1454,60.523228
1455,5.7498717
1456,9.729716
1457,49.88889
1458,30.445137
1459,22.95642
1460,20.057257
1461,16.505777
1462,15.999704
1463,15.735405
1464,51.775585
1465,5.3502507
1466,12.793576
1467,9.747472
1468,8.631931
1469,8.113605
1470,9.781688
1471,7.603489
1472,65.528786
1473,26.250856
1474,16.349154
1475,9.675826
1476,7.7169123
1477,6.369884
1478,6.0366936
1479,5.905648
1480,5.8259063
1481,2.0217605
1482,4.9979362
1483,3.8579822
1484,20.179058
1485,10.9370575
1486,5.301176
1487,3.3494148
1488,2.2848313
1489,1.9003603
1490,1.7387497
1491,1.6939096
1492,16.064281
1493,11.449068
1494,9.677722
1495,8.191072
1496,15.7701435
1497,13.161338
1498,11.135954
1499,9.589794
1500,5.723025
1501,2.3072658
1502,4.746883
1503,8.042563
1504,28.07544
1505,16.742764
1506,9.559567
1507,7.235955
1508,5.6582003
1509,5.3270235
1510,5.1742187
1511,5.0071907
1512,26.483131
1513,16.60335
1514,9.81247
1515,7.9166756
1516,6.5324717
1517,6.1849656
1518,6.0401216
1519,5.9325876
1520,22.566063
1521,12.915678
1522,7.01462
1523,5.105103
1524,4.037186
1525,3.6710854
1526,3.5228138
1527,3.4236627
1528,11.622296
1529,3.388945
1530,30.511608
1531,17.696497
1532,10.313215
1533,8.011655
1534,6.706578
1535,6.2547865
1536,5.993514
1537,5.853277
1538,9.938589
1539,5.672365
1540,6.7071786
1541,5.737448
1542,5.375123
1543,4.782716
1544,18.811235
1545,12.162135
1546,8.195487
1547,43.455593
1548,78.44234
1549,3.3169875
1550,3.493339
1551,5.8123655
1552,26.1758
1553,15.5066395
1554,8.93221
1555,6.635681
1556,5.3629684
1557,4.955009
1558,4.8037863
1559,4.668963
1560,26.1758
1561,15.5066395
1562,8.93221
1563,6.635681
1564,5.3629684
1565,4.955009
1566,4.8037863
1567,4.668963
1568,27.4997
1569,16.041027
1570,9.133308
1571,6.5881114
1572,5.2426214
1573,4.8280797
1574,4.6715984
1575,4.5104666
1576,27.4997
1577,16.041027
1578,9.133308
1579,6.5881114
1580,5.2426214
1581,4.8280797
1582,4.6715984
1583,4.5104666
1584,7.25331
1585,22.721348
1586,12.984642
1587,6.974239
1588,5.0477276
1589,3.9890728
1590,3.6238585
1591,3.4535222
1592,3.3590746
1593,22.68261
1594,12.972754
1595,7.051408
1596,5.125796
1597,4.046777
1598,3.6799788
1599,3.5293016
1600,3.4300046
1601,5.2881026
1602,6.7408013
1603,10.526786
1604,9.627458
1605,8.248614
1606,7.436428
1607,21.533108
1608,12.457729
1609,6.4670744
1610,4.9482703
1611,3.9841008
1612,3.5887742
1613,3.433741
1614,3.3507776
1615,10.011549
1616,8.119736
1617,7.2409534
1618,6.4893007
1619,25.628275
1620,17.046999
1621,8.789327
1622,8.032197
1623,1.9810693
1624,23.519058
1625,13.326211
1626,7.498028
1627,5.4218297
1628,4.424658
1629,4.0944695
1630,3.9736772
1631,3.8568864
1632,55.517654
1633,36.706867
1634,28.534029
1635,23.53817
1636,26.535845
1637,5.588934
1638,2.0816758
1639,21.634928
1640,11.9424305
1641,6.165743
1642,4.184299
1643,3.0558152
1644,2.7178335
1645,2.544258
1646,2.4983509
1647,3.4082494
1648,3.4438915
1649,4.941474
1650,4.02715
1651,3.344984
1652,17.11453
1653,27.50055
1654,17.232672
1655,10.581254
1656,9.048768
1657,7.4732027
1658,7.2554035
1659,7.0723658
1660,6.9410563
1661,28.407602
1662,16.804081
1663,9.70652
1664,7.3420725
1665,5.814674
1666,5.4842286
1667,5.317379
1668,5.1482244
1669,10.990806
1670,10.639807
1671,45.356594
1672,21.368567
1673,12.819795
1674,7.044423
1675,5.305621
1676,4.188131
1677,3.7952862
1678,3.6416774
1679,3.5500321
1680,3.7843122
1681,6.1057324
1682,21.92896
1683,12.131343
1684,6.378765
1685,4.436346
1686,3.250515
1687,2.9355192
1688,2.775405
1689,2.6945677
1690,6.0772166
1691,12.411509
1692,6.5621257
1693,6.5354643
1694,5.995139
1695,21.781513
1696,11.990688
1697,6.2130632
1698,4.3005915
1699,3.1384826
1700,2.8239896
1701,2.6813118
1702,2.5867016
1703,21.781513
1704,11.990688
1705,6.2130632
1706,4.3005915
1707,3.1384826
1708,2.8239896
1709,2.6813118
1710,2.5867016
1711,21.840288
1712,17.412424
1713,15.555117
1714,10.994937
1715,19.839937
1716,12.616949
1717,10.337011
1718,8.231088
1719,70.40506
1720,67.77188
1721,3.3123355
1722,23.282696
1723,12.936961
1724,6.767043
1725,4.764396
1726,3.489345
1727,3.1265173
1728,2.9410055
1729,2.8551202
1730,10.938668
1731,5.05218
1732,6.255442
1733,1.8239999
1734,26.239515
1735,14.794912
1736,8.2921715
1737,5.8571362
1738,4.480521
1739,4.251522
1740,4.0630846
1741,3.955061
1742,26.092329
1743,14.647284
1744,8.084998
1745,5.7200265
1746,4.3292227
1747,4.099135
1748,3.9049764
1749,3.7723956
1750,26.284916
1751,14.713837
1752,8.119693
1753,5.7465773
1754,4.3646445
1755,4.127501
1756,3.941462
1757,3.8162122
1758,16.878294
1759,10.299214
1760,8.882757
1761,6.4701514
1762,3.9791074
1763,20.036413
1764,15.390743
1765,6.828295
1766,6.1101947
1767,8.95598
1768,6.6886106
1769,6.1806507
1770,5.088347
1771,8.37269
1772,6.8337264
1773,6.1571946
1774,5.3933687
1775,7.738991
1776,52.066086
1777,28.178522
1778,16.3826
1779,8.936995
1780,7.1045284
1781,5.679338
1782,5.3622775
1783,5.1680245
1784,5.0255075
1785,29.753262
1786,17.592041
1787,10.414569
1788,8.293779
1789,7.0691214
